,tweet
263607,"RT @PetipasTom: WTF is @NBCNews thinking?  Trump turned down the debate so his bad behavior gets rewarded.  #NBCBlackout #NBCboycott
"
263705,"I thought NBC was having a town hall.  Savanah Guthrie thinks its a debate.  #notshocking
"
263846,"RT @nurseKES: He used rbg own words to take down the sc nominee debate. Trump is doing great
"
263917,"@BorisEP @realDonaldTrump @JoeBiden Boris, It was #Trump that refused to participate in the debate...
"
264160,"We really hope the next Presidential debate asks the really important questions.. https://t.co/phe5eWbnDR
"
264425,"@NBCNews @SavannahGuthrie Did you take the tests on the debate day ?? Trump cannot answer he had virus on him on the debate day
"
264520,"She s a horrible woman!! Use to like her!!
"
264812,"@Breaking911 Is this a debate ? Jesus lady.
"
264911,"He such a liar!
"
265148,"@FrankLuntz Guess who could have avoided this by agreeing to debate.
"
265328,"Quick take:  Savannah Guthrie lost the debate. 
"
265523,"Of course they did!
"
265600,"Yep he knew
"
265613,"#TrumpTownHall. - I wish we could hear Trump answer but your host thinks she is in the debate!  Whats up with that
"
265682,"@dbongino She keeps trying to debate Trump
"
265704,"Spot on.
"
265790,"RT @switt4ks: @IngrahamAngle Who knew we were watching a debate between them she is making everyone uncomfortable
"
265818,"Fact!
"
265942,"@TeamTrump @realDonaldTrump Trump needs to be hooked up to a lie detector for the next debate or town hall.
"
265995,"@LisaMarieBoothe And next week the debate is on NBC with THEIR moderators ?
"
266009,"@wis10 Ruined his career and the reputation of the debate commission. What a douchebag. Hopefully he can be charged
"
266031,"NBC should be ashamed
"
266051,"@hodgetwins Wow...jorrible...STFU...and let him answer. Town hall, not your personal debate.
"
266103,"Oh well.... we will see the last debate 
"
266150,"@pattonoswalt Only Trump could have managed a debate without an opponent
"
266399,"RT @hejoural: Savanah Guthrie is a DemBot.
"
266711,"@SavannahGuthrie Such a huge waste of your time.
"
266721,"@greggutfeld He has debated Wallace &amp; Guthrie now. Wonder if he'll ever get the chance to debate the dem candidate? #CrookedJoeBiden
"
266749,"the witch did not mention this part #SavannahGuthrie
"
266781,"@ananavarro @JoeBiden @ABC We have 6 TVs all on the Biden Debate, #JoeBidenKamalaHarris2020
"
267030,"RT @leslsenior: Today's episode of Diddling Donny Duncecap https://t.co/VWprQPmPgi
"
267235,"So true
"
267493,"@RepAdamSchiff Denounce them. Jeez. https://t.co/XhxAnxruXE
"
267717,"President ASSHOLE
"
267729,"@ChuckCallesto Are we watching the same debate??
"
267786,"RT @YlfTyler: @pattonoswalt Only Trump could have managed a debate without an opponent
"
267884,"Typical Trump Response.
"
268210,"@NBCNews @SavannahGuthrie But he will be asked to do so again at next debate...
"
268227,"Trump is doing amazingly well despite severe and relentlessly hostile questioning from the ""moderator"" of the debate. #TheTrumpShow #NBC
"
268317,"That is what you call a swing and a miss.
"
268328,"And, as usual, he is winning!
"
268337,"It is not debatable
"
268364,"There it is
"
268417,"RT @xXVashTSXx: The guy screaming at a question is doing better lol? 
"
268473,"Driving up to PA. Kevin and I are in a heated debate about who was hurt more, Justin Bieber or Selena Gomez.
"
268520,"Is this a town hall or a debate? #CrowderTownHall
"
268663,"Lying joe does nothing for himself
"
268692,"@SavannahGuthrie  ...I didn't know you where are running for office and at the town hall to debate instead of be moderator.
"
268770,"@KamalaHarris It's so nice hearing from you and Joe on a ""debate"" night without some petulant integrity-devoid man child shouting over you!
"
268824,"@andersoncooper Debate agreement required Trump take a covid test day of debate
"
268847,"@dbongino She's auditioning to be the next debate moderator.  Now that Scully has been caught LYING.
"
269015,"@sgw94 as convincing as him saying he could not recall if he was tested on the day of the debate
"
269063,"RT @VDAREJamesK: aged well https://t.co/Rxv4p3VUcW
"
269145,"Yes. It does. 
"
269219,"@keeperathome7 @WSJ @NBCNews @SavannahGuthrie @realDonaldTrump He could have been participating in the debate but he was too afraid.
"
269300,"Fewer than 147 interruptions from him would be an improvement; our bar has fallen so incredibly far...
"
269504,"Why is @POTUS having to debate @SavannahGuthrie at a town hall? Maybe he should ask her how Matt Lauer is doing.
"
269529,"Biden is getting thrown softball questions while he reads off a piece of paper. Turn on NBC to see an actual debate. #TrumpTownHall
"
269611,"@3andeye I see a debate and not a Town Hall
"
269722,"WON'T - he WON'T say.  Significant distinction.
"
269791,"@dbongino She is awful! She's not here to debate him. Biden is receiving a calm treatment on the other channel.
"
270002,"RT @PauletteParis1: If you live in California (I do), time to light up the phones. https://t.co/wBRwjC5FXI
"
270216,"Interesting
"
270430,"@Katenac @michaelbeatty3 He has those smart contacts on again.  He wore them in the Trump debate as well.
"
270548,"RT @AwardsDaily: Biden is coming off great. But he isn't getting grilled like Trump is.
"
270757,"Trump vs evil witch.
"
270781,"Imagine the tweets attacking Savannah Guthrie and NBC that Trump is going to unleash after this debate.
"
270890,"Trump will not answer whether he tested negative, the night of the debate.
"
270905,"@steve_vladeck @AshaRangappa_ Yes, but many people will watch neither debate, but will instead tune in to Tucker Carlson for the summary.
"
270939,"Fucking liar
"
270974,"@TheMrJPistachio debate what
"
271027,"Debate status;
"
271065,"This is quite possibly the dumbest take on a debate. EVER!
"
271300,"Considering Scully admitted he lied about being ""hacked"" today....this did not age well.
"
271318,"@dbongino I figured she was the representative from the DNC there to debate him
"
271333,"RT @Scotch_Rox: @Kris_Sacrebleu ""Fvck, we should have done the debate""
"
271399,"These town hall conferences are not like the Debate! Thanks to the our President.
"
271438,"ARE YA WATCHING THE DEBATE WITH THE WOMAN THEY CHANGED FOR JOE?
"
271451,"RT @aminalplant: WHAT IF instead of Joe Rogan moderating a debate... 
"
271556,"I FUCKING LOVE HOW THEYRE COMPLAINING ABOUT A ""FAKE DEBATE"" HAHAHAHAHAHAHAHAHAH. EAT SHIT FASCIST SCUM. EAT SHIT.
"
271609,"Commentary: Debate organizers, NBC rewarded Trump's petulance. Guess whose reputation took a hit https://t.co/9VQHzS1LSx
"
271713,"Now you see why Trump didn't want to debate this guy. #GoJoe
"
271751,"""Climate change is a very contentious matter of public debate."" https://t.co/xB5mjZTnPg
"
271937,"Savanah is the moderator and debate opponent.
"
271955,"RT @sherryhoger: #TrumpTownHall. - I wish we could hear Trump answer but your host thinks she is in the debate!  Whats up with that
"
272017,"RT @realDonaldTrump: Based on very popular demand, I will be live tweeting tomorrow night during the Presidential debate.
"
272072,"Best flavor best candidate
"
272164,"Then ask Joe Biden, about him being corrupt after the first day of law school.
"
272181,"President Trump was right AGAIN!  #Election2020
"
272309,"She is so one sided.  Biden could never handle hard questions
"
272396,"We're getting far more answers in a calm setting like #BidenTownHall than in the presidential debate.
"
272590,"@megynkelly It's not a debate Megyn...he ducked out of that remember.
"
272650,"Savannah this is a townhall not a debate between you and the president!! @SavannahGuthrie is awful tonight. #NBCTrumptownhall
"
272740,"RT @Viking_anon17: I just learned that ""Trump Townhall"" means ""debate with Savannah Guthrie""
"
272759,"RT @DaniTrump2020: @NBCNews tell Savannah this is not her personal debate. Let the Americans talk.
"
272941,"Should have agreed to the virtual debate, bro.
"
272961,"@greggutfeld @greggutfeld Since when does a moderate debate?   #Trump2020Landslide
"
273033,"Watching Biden Townhall debate on ABC &amp; gaining IQ points. What a difference! Better than losing IQ points with Trump! #TrumpLiesPeopleDie
"
273060,"It is the Savannah debate.
"
273105,"@TheLeoTerrell @JoeBiden @ABC No debate. Speech
"
273263,"@DrEricDing @MichaelApperso2 Because he was positive long before the debate
"
273298,"YOU are the #fake news.
"
273424,"@ABC @GStephanopoulos Joe Biden is so presidential https://t.co/pvUMSdIENK
"
273484,"RT @helen_kalla: Cringe. #IAsen #IASenDebate
"
273494,"@dbongino Moderator I see she is there to debate POTUS. She should also learn to not interrupt our president. Show some class.
"
273594,"Trump backed out of the debate, so Biden is talking to voters in ABC town hall: Watch now https://t.co/CVWjusrvBK
"
273640,"@TheJordanRachel Good gosh she needs to shut up and listen. It's not a debate!
"
273699,"really? not the fact that Trump supports Q-anon and thinks Osama Bin Laden's death was a hoax?
"
273796,"And then tweet several times it was a CON job &amp; a set-up before he went on!
"
274057,"@thehill So in other words, he had covid during the debate...
"
274134,"Finally, a prepared answer for the court-packing question.
"
274144,"In this debate there is no question that global warming is a real threat
"
274227,"Savanna Guthrie is crushing this debate.
"
274261,"@JessicaVeuleman @greggutfeld Seems like a debate with Savanna !!! She seems to want to nail him to a cross!!!
"
274337,"@Faithful_USA Probably got his special contacts in again. Sort of an ""in-eye"" teleprompter. He used them in the debate with Trump too.
"
274620,"If only we could of suspended you for lying AMERICA wouldn't be run in the ground like it is today.
"
274748,"@greggutfeld She is the Karen of all Karena. Town is suppose to ask questions and he answers. I guess he had a debate.
"
274959,"The democrat being the only one wearing a mask at the Biden debate is just too good #bidentownhall
"
275009,"@Yamiche Possibly he violated the debate rules. Possibly it was the right choice not to debate  in person and cancel the second.
"
275073,"@NBCNews @SavannahGuthrie Is this suppose to be a town hall or a debate with the bias Savannah.
"
275242,"I cant watch this debate bro
"
275248,"Seems like it's really a debate between Savannah &amp; President Trump!
"
275263,"Does @SavannahGuthrie understand how a town hall works? Why does she keep trying to debate Trump?
"
275351,"@JoeBiden is an adult with integrity. #ImWatchingBiden #BidenTownHall
"
275363,"@IngrahamAngle It was supposed to be a town hall but Trump is in a debate with Guthrie
"
275381,"RT @BeAccountable4u: I hope the Federal Election Commission is charging NBC and the Biden campaign for this donation
"
275719,"Isn't this supposed to be town hall ? 
"
275868,"@RaheemKassam @theMRC This is pretty much a debate between Trump and Savannah
"
275882,"@SavannahGuthrie I hate to tell you this but @POTUS is there to answer questions from Voters and not debate you. #Rude
"
275978,"Damn why y'all gotta agree with me that its both XD i wanted to start a legit debate man i failed at that
"
276143,"What a disgusting piece of rancid garbage he is. #ConductUnbecoming
"
276155,"I literally just tweeted the same thing. Did @nbc tell her to do that?
"
276172,"@Linlawrn My wife just stated that.
"
276180,"Freedom Rider: Left out of the debate [Margaret Kimberley] https://t.co/bgag5i7Rpd
"
276258,"Debate or Town Hall? #TrumpPence2020
"
276291,"@auctnr1 OH DEAR MAYBE TRUMP SHOULD HAVE JOINED BIDEN IN THE ORIGINAL DEBATE THEN
"
276371,"RT @1MichiganVoter: This is better than a second debate, tonight #ImWatchingBiden
"
276409,"RT @cliftonhfc1: @robbystarbuck This is a debate. #SavannahGuthrie
"
276738,"RT @miles_commodore: Savanah is the moderator and debate opponent.
"
276831,"They should be having a detailed debate on policy not a TV ratings war. These town halls are stupid.
"
277054,"#TrumpTownHall Savannah Gunthrie is losing this debate.
"
277230,"#JoeBidenTownHall The ABC affiliate in Salt Lake City is not airing this town hall. They bumped it for a local debate.
"
277331,"Trump will not answer whether he tested negative, the days of the debate.
"
277388,"Are you kidding me?!  It's a simple question.  It should be a simple answer!
"
277466,"@kylegriffin1 Debate requirement
"
277655,"@ChristianWalk1r The live debate went on tonight after all. They just sent Guthrie to debate Trump instead of Biden.
"
277831,"@katiecouric @realDonaldTrump Can you tell you collegue ro moderate and not debate him.... ugggg
"
277940,"RT @RBPundit: NARRATOR: He's a bad guy and a bad journalist.
"
277956,"@dbongino She's not a moderator, she's the debate opponent
"
277969,"Now that twitter is not crashed, who wants to join a Lit Town Hall Chat?
"
278009,"Trump, Not Town Hall
"
278014,"She is despicable no knowledge. Angry penned questions. Incredibly disrepectful
"
278049,"Unbelievably horrible questions, unprepared, argumentative. She seems to think her role is debate him.
"
